Country,Exchange,Ticker,Full Company Name,Sector,Industry,ISIC_Section,ISIC_Description,Incorporated in,Market_Tier,Stock_Price,Volume,Market_Cap
Thailand,SET,TNPF,TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,1.03,12300,150827008
Thailand,SET,TNR,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,PERSON,CONSUMP,F,Construction,THAILAND,,4.88,155903,1470000000
Thailand,SET,TOA,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,CONMAT,PROPCON,L,Real estate activities,THAILAND,,12.7,4341446,24426164224
Thailand,SET,TOG,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,PERSON,CONSUMP,F,Construction,THAILAND,,6.9,50234,3296510208
Thailand,SET,TOP,THAI OIL PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,47.0,19085493,105548726272
Thailand,SET,TOPP,THAI O.P.P. PUBLIC COMPANY LIMITED,PKG,INDUS,C,Manufacturing,THAILAND,,137.0,2,822000000
Thailand,SET,TPA,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,PETRO,INDUS,C,Manufacturing,THAILAND,,2.4,200,291600000
Thailand,SET,TPAC,THAI PLASPAC PUBLIC COMPANY LIMITED,PKG,INDUS,C,Manufacturing,THAILAND,,9.55,27402,3102224896
Thailand,SET,TPBI,TPBI PUBLIC COMPANY LIMITED,PKG,INDUS,C,Manufacturing,THAILAND,,3.32,973700,1375703680
Thailand,SET,TPCH,TPC POWER HOLDING PUBLIC COMPANY LIMITED,,RESOURC,S,Other service activities,THAILAND,,2.12,1576446,858568064
Thailand,SET,TPCS,TPCS PUBLIC COMPANY LIMITED,IMM,INDUS,C,Manufacturing,THAILAND,,10.4,1400,1123200000
Thailand,SET,TPIPL,TPI POLENE PUBLIC COMPANY LIMITED,CONMAT,PROPCON,L,Real estate activities,THAILAND,,0.71,7130701,13633369088
Thailand,SET,TPIPP,TPI POLENE POWER PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,1.83,424012,15372000256
Thailand,SET,TPL,Thai Parcels Public Company Limited,,SERVICE,,Unclassified,THAILAND,,0.46,38808,905491904
Thailand,SET,TPLAS,THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED,,INDUS,C,Manufacturing,THAILAND,,1.24,7662025,324000000
Thailand,SET,TPOLY,THAI POLYCONS PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,0.19,325701,103096712
Thailand,SET,TPP,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,PKG,INDUS,C,Manufacturing,THAILAND,,10.8,19604,401249984
Thailand,SET,TPRIME,THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,7.3,22000,4051500288
Thailand,SET,TPS,THE PRACTICAL SOLUTION PUBLIC COMPANY LIMITED,,TECH,J,Information and communication,THAILAND,,3.3,49000,1385009152
Thailand,SET,TQM,TQM ALPHA PUBLIC COMPANY LIMITED,INSUR,FINCIAL,K,Financial and insurance activities,THAILAND,,13.0,160205,7718982144
Thailand,SET,TQR,TQR PUBLIC COMPANY LIMITED,,FINCIAL,K,Financial and insurance activities,THAILAND,,5.4,17609,1242000000
Thailand,SET,TR,THAI RAYON PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,26.25,15601,5292000256
Thailand,SET,TRC,TRC CONSTRUCTION PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,0.4,232143,559089280
Thailand,SET,TRITN,TRITON HOLDING PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,0.03,107401,656903680
Thailand,SET,TRP,Aesthetic Connect Public Company Limited,,SERVICE,,Unclassified,THAILAND,,4.48,22900,1477473664
Thailand,SET,TRT,TIRATHAI PUBLIC COMPANY LIMITED,,INDUS,,Unclassified,THAILAND,,4.02,236940,1238193152
Thailand,SET,TRU,THAI RUNG UNION CAR PUBLIC COMPANY LIMITED,AUTO,INDUS,C,Manufacturing,THAILAND,,4.0,1712,2630988288
Thailand,SET,TRUBB,THAI RUBBER LATEX GROUP PUBLIC COMPANY LIMITED,AGRI,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,0.87,4523611,727820480
Thailand,SET,TRUE,TRUE CORPORATION PUBLIC COMPANY LIMITED,ICT,TECH,J,Information and communication,THAILAND,,13.9,168979306,483729375232
Thailand,SET,TRV,T.R.V. RUBBER PRODUCTS PUBLIC COMPANY LIMITED,,INDUS,A,"Agriculture, forestry and fishing",THAILAND,,1.64,5100,393600000
Thailand,SET,TSC,THAI STEEL CABLE PUBLIC COMPANY LIMITED,AUTO,INDUS,C,Manufacturing,THAILAND,,14.5,10470,3741120000
Thailand,SET,TSE,THAI SOLAR ENERGY PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,0.52,9095657,1099912448
Thailand,SET,TSI,THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED,INSUR,FINCIAL,K,Financial and insurance activities,THAILAND,,0.06,99800,133203968
Thailand,SET,TSR,TSR LIVING SOLUTION PUBLIC COMPANY LIMITED,HOME,CONSUMP,F,Construction,THAILAND,,0.14,508300,84610192
Thailand,SET,TSTE,TSTE PUBLIC COMPANY LIMITED,TRANS,SERVICE,H,Transportation and storage,THAILAND,,10.4,10000,3986602496
Thailand,SET,TSTH,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,STEEL,INDUS,C,Manufacturing,THAILAND,,0.73,1104216,6316155904
Thailand,SET,TTA,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,TRANS,SERVICE,H,Transportation and storage,THAILAND,,5.05,8614827,9118606336
Thailand,SET,TTB,TMBTHANACHART BANK PUBLIC COMPANY LIMITED,BANK,FINCIAL,K,Financial and insurance activities,THAILAND,,2.26,443468240,212538261504
Thailand,SET,TTCL,TTCL PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,0.15,937100,92400016
Thailand,SET,TTI,THAI TEXTILE INDUSTRY PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,25.0,1913,1250000000
Thailand,SET,TTLPF,TALAAD THAI LEASEHOLD PROPERTY FUND,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,9.75,95310,1755000064
Thailand,SET,TTT,TORAY TEXTILES (THAILAND) PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,42.5,2300,2458200064
Thailand,SET,TTW,TTW PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,9.1,2274879,36508499968
Thailand,SET,TU,THAI UNION GROUP PUBLIC COMPANY LIMITED,FOOD,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,11.1,10912420,42791542784
Thailand,SET,TU-PF,T.U. DOME RESIDENTIAL COMPLEX LEASEHOLD PROPERTY FUND,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,0.83,,86510736
Thailand,SET,TURBO,Ngernturbo Public Company Limited,FIN,FINCIAL,K,Financial and insurance activities,THAILAND,,1.6,4341875,4245300224
Thailand,SET,TURTLE,SUPER TURTLE PUBLIC COMPANY LIMITED,,SERVICE,,Unclassified,THAILAND,,3.2,2600,5086557696
Thailand,SET,TVDH,TVD HOLDINGS PUBLIC COMPANY LIMITED,,SERVICE,S,Other service activities,THAILAND,,0.06,182000,105142120
Thailand,SET,TVH,THAIVIVAT HOLDINGS PUBLIC COMPANY LIMITED,INSUR,FINCIAL,K,Financial and insurance activities,THAILAND,,9.05,10802,2713077504
Thailand,SET,TVO,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,FOOD,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,24.7,533007,21880991744
Thailand,SET,TVT,TV THUNDER PUBLIC COMPANY LIMITED,,SERVICE,,Unclassified,THAILAND,,0.24,21102,192007216
Thailand,SET,TWP,THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED,STEEL,INDUS,C,Manufacturing,THAILAND,,1.17,1000,309666304
Thailand,SET,TWPC,THAI WAH PUBLIC COMPANY LIMITED,FOOD,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,2.82,36702,2482787072
Thailand,SET,TWZ,TWZ CORPORATION PUBLIC COMPANY LIMITED,ICT,TECH,J,Information and communication,THAILAND,,0.02,2364600,397218112
Thailand,SET,TYCN,"TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.,LTD.",STEEL,INDUS,C,Manufacturing,THAILAND,,1.68,300,1002538176
Thailand,SET,UAC,UAC GLOBAL PUBLIC COMPANY LIMITED,PETRO,INDUS,C,Manufacturing,THAILAND,,2.78,73223,1855945216
Thailand,SET,UBA,Utility Business Alliance Public Company Limited,,SERVICE,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,1.07,870300,642000000
Thailand,SET,UBE,UBON BIO ETHANOL PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,0.61,21310798,2348571648
Thailand,SET,UBIS,UBIS (ASIA) PUBLIC COMPANY LIMITED,,INDUS,,Unclassified,THAILAND,,1.23,2772530,350550336
Thailand,SET,UEC,UNIMIT ENGINEERING PUBLIC COMPANY LIMITED,,INDUS,F,Construction,THAILAND,,0.65,86000,370831872
Thailand,SET,UKEM,UNION PETROCHEMICAL PUBLIC COMPANY LIMITED,,INDUS,C,Manufacturing,THAILAND,,0.73,8424724,791248640
Thailand,SET,UMI,THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED,CONMAT,PROPCON,L,Real estate activities,THAILAND,,0.69,102650,577188288
Thailand,SET,UMS,UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED,,RESOURC,S,Other service activities,THAILAND,,0.26,680438,620970816
Thailand,SET,UNIQ,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,2.62,256307,2832262400
Thailand,SET,UOBKH,UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,FIN,FINCIAL,K,Financial and insurance activities,THAILAND,,5.35,323466,2688099840
Thailand,SET,UP,UNION PLASTIC PUBLIC COMPANY LIMITED,PETRO,INDUS,C,Manufacturing,THAILAND,,23.9,2700,582499968
Thailand,SET,UPF,UNION PIONEER PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,20.5,7748,157500000
Thailand,SET,UPOIC,UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,AGRI,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,7.15,157900,2316957440
Thailand,SET,UREKA,EUREKA DESIGN PUBLIC COMPANY LIMITED,,INDUS,M,"Professional, scientific and technical activities",THAILAND,,0.3,2113500,545844032
Thailand,SET,UTP,UNITED PAPER PUBLIC COMPANY LIMITED,PAPER,INDUS,C,Manufacturing,THAILAND,,7.45,113932,4842500096
Thailand,SET,UV,UNIVENTURES PUBLIC COMPANY LIMITED,PROP,PROPCON,L,Real estate activities,THAILAND,,0.84,119500,1606018176
Thailand,SET,UVAN,UNIVANICH PALM OIL PUBLIC COMPANY LIMITED,AGRI,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,16.3,2134884,15321999360
Thailand,SET,VARO,VAROPAKORN PUBLIC COMPANY LIMITED,IMM,INDUS,C,Manufacturing,THAILAND,,4.32,100,433575232
Thailand,SET,VCOM,VINTCOM TECHNOLOGY PUBLIC COMPANY LIMITED,,TECH,J,Information and communication,THAILAND,,3.3,125462,1006977024
Thailand,SET,VGI,VGI PUBLIC COMPANY LIMITED,MEDIA,SERVICE,J,Information and communication,THAILAND,,0.88,66884744,18569132032
Thailand,SET,VIBHA,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,HELTH,SERVICE,Q,Human health and social work activities,THAILAND,,1.41,160226,18878728192
Thailand,SET,VIH,SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED,HELTH,SERVICE,Q,Human health and social work activities,THAILAND,,9.2,141300,5505743360
Thailand,SET,VL,V.L. ENTERPRISE PUBLIC COMPANY LIMITED,,SERVICE,,Unclassified,THAILAND,,0.8,201900,946901184
Thailand,SET,VNG,VANACHAI GROUP PUBLIC COMPANY LIMITED,CONMAT,PROPCON,L,Real estate activities,THAILAND,,1.98,7500,3435770368
Thailand,SET,VPO,VICHITBHAN PALMOIL PUBLIC COMPANY LIMITED,AGRI,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,0.55,9194704,507600032
Thailand,SET,VRANDA,VERANDA RESORT PUBLIC COMPANY LIMITED,TOURISM,SERVICE,I,Accommodation and food service activities,THAILAND,,4.28,4700,1368237568
Thailand,SET,VS,VISERVE ENTERPRISE PUBLIC COMPANY LIMITED,,SERVICE,,Unclassified,THAILAND,,0.26,9101,64999996
Thailand,SET,WACOAL,THAI WACOAL PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,16.7,202,2004000128
Thailand,SET,WARRIX,Warrix Sport Public Company Limited,,CONSUMP,F,Construction,THAILAND,,1.76,102104,1036780800
Thailand,SET,WASH,Laundry You Public Company Limited,,SERVICE,,Unclassified,THAILAND,,5.15,1934915,1817647104
Thailand,SET,WAVE,WAVE EXPONENTIAL PUBLIC COMPANY LIMITED,PROF,SERVICE,M,"Professional, scientific and technical activities",THAILAND,,0.02,378447,343690240
Thailand,SET,WELL,WELL MANAGEMENT CORPORATION PUBLIC COMPANY LIMITED,,PROPCON,L,Real estate activities,THAILAND,,,,
Thailand,SET,WFX,WORLD FLEX PUBLIC COMPANY LIMITED,FASHION,CONSUMP,F,Construction,THAILAND,,1.12,901198,524545984
Thailand,SET,WGE,WELL GRADED ENGINEERING PUBLIC COMPANY LIMITED,CONS,PROPCON,L,Real estate activities,THAILAND,,0.8,258800,467999968
Thailand,SET,WHA,WHA CORPORATION PUBLIC COMPANY LIMITED,PROP,PROPCON,L,Real estate activities,THAILAND,,4.22,107569347,63075639296
Thailand,SET,WHABT,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,5.7,805,1151399936
Thailand,SET,WHAIR,WHA INDUSTRIAL LEASEHOLD REAL ESTATE INVESTMENT TRUST,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,6.9,1674325,7358702592
Thailand,SET,WHART,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,PF&REIT,PROPCON,L,Real estate activities,THAILAND,,10.2,406140,35382038528
Thailand,SET,WHAUP,WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,4.4,5925724,16830000128
Thailand,SET,WICE,WICE LOGISTICS PUBLIC COMPANY LIMITED,TRANS,SERVICE,H,Transportation and storage,THAILAND,,2.48,524718,1589678720
Thailand,SET,WIIK,WIIK PUBLIC COMPANY LIMITED,CONMAT,PROPCON,L,Real estate activities,THAILAND,,0.88,457832,737161088
Thailand,SET,WIN,WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED,PROP,PROPCON,L,Real estate activities,THAILAND,,0.25,50813,140286000
Thailand,SET,WINDOW,Window Asia Public Company Limited,CONMAT,PROPCON,L,Real estate activities,THAILAND,,0.77,400,692640000
Thailand,SET,WINMED,WINNERGY MEDICAL PUBLIC COMPANY LIMITED,,CONSUMP,F,Construction,THAILAND,,0.9,12000,360000000
Thailand,SET,WINNER,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED,,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,2.08,148050,1247947264
Thailand,SET,WORK,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,MEDIA,SERVICE,J,Information and communication,THAILAND,,3.52,15215,1563124096
Thailand,SET,WP,WP ENERGY PUBLIC COMPANY LIMITED,ENERG,RESOURC,D,"Electricity, gas, steam and air conditioning supply",THAILAND,,3.76,44833,1909287936
Thailand,SET,WPH,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED,HELTH,SERVICE,Q,Human health and social work activities,THAILAND,,6.4,227644,4534703104
Thailand,SET,WSOL,WSOL PUBLIC COMPANY LIMITED,COMM,SERVICE,G,Wholesale and retail trade,THAILAND,,0.19,3916460,462035968
Thailand,SET,XBIO,X BIOSCIENCE PUBLIC COMPANY LIMITED,FOOD,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,0.07,112409651,118399936
Thailand,SET,XO,EXOTIC FOOD PUBLIC COMPANY LIMITED,,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,14.0,228593,6038523392
Thailand,SET,XPG,XSPRING CAPITAL PUBLIC COMPANY LIMITED,FIN,FINCIAL,K,Financial and insurance activities,THAILAND,,0.46,7036548,5029089792
Thailand,SET,XYZ,RSXYZ PUBLIC COMPANY LIMITED,ICT,TECH,J,Information and communication,THAILAND,,0.4,134400,666695872
Thailand,SET,YGG,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,,SERVICE,,Unclassified,THAILAND,,0.17,1359800,108359496
Thailand,SET,YONG,Yong Concrete Public Company Limited,,PROPCON,L,Real estate activities,THAILAND,,0.71,132100,482800000
Thailand,SET,YUASA,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED,,INDUS,L,Real estate activities,THAILAND,,14.8,16100,1592850048
Thailand,SET,ZAA,ZALEKTA PUBLIC COMPANY LIMITED,MEDIA,SERVICE,J,Information and communication,THAILAND,,1.83,34900,1189609088
Thailand,SET,ZEN,ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED,FOOD,AGRO,A,"Agriculture, forestry and fishing",THAILAND,,5.6,1,1669833216
Thailand,SET,ZIGA,ZIGA INNOVATION PUBLIC COMPANY LIMITED,,INDUS,,Unclassified,THAILAND,,0.87,1048714,634102464
Malaysia,BURSA,DYNAFNT,Dynafront Holdings Berhad,Technology,Software,J,Information and communication,MALAYSIA,,1.0,0.0,108000000.0
Malaysia,BURSA,CAPITALA,Capital A Berhad,Consumer Products & Services,"Travel, Leisure & Hospitality",I,Accommodation and food service activities,MALAYSIA,,0.445,400472.0,1988880000.0
Malaysia,BURSA,VANTNRG,Vantris Energy Berhad,Energy,"Energy, Infrastructure, Equipment & Services",F,Construction,MALAYSIA,,0.36,37097.0,823450000.0
Malaysia,BURSA,CARLSBG,Carlsberg Brewery Malaysia Bhd,Consumer Products & Services,Food & Beverages,C,Manufacturing,MALAYSIA,,17.1,238.0,5228290000.0
Malaysia,BURSA,TXCD,TXCD Berhad,Construction,,F,Construction,MALAYSIA,,0.105,2624.0,32720000.0
Malaysia,BURSA,NPS,Nova Pharma Solutions Berhad,Healthcare,Pharmaceuticals,C,Manufacturing,MALAYSIA,,0.135,0.0,20120000.0
Malaysia,BURSA,NESTLE,Nestle (Malaysia) Berhad,Consumer Products & Services,Food & Beverages,C,Manufacturing,MALAYSIA,,100.9,899.0,23661050000.0
Malaysia,BURSA,HEIM,Heineken Malaysia Berhad,Consumer Products & Services,Food & Beverages,C,Manufacturing,MALAYSIA,,22.56,943.0,6815330000.0
Malaysia,BURSA,IDBTECH,IDB Technologies Berhad,Technology,Software,J,Information and communication,MALAYSIA,,0.13,0.0,65000000.0
Malaysia,BURSA,ADB,Autocount Dotcom Berhad,Technology,Software,J,Information and communication,MALAYSIA,,0.68,1464.0,374340000.0
Malaysia,BURSA,SLIC,SL Innovation Capital Berhad,Technology,Digital Services,S,Other service activities,MALAYSIA,,0.6,0.0,76200000.0
Malaysia,BURSA,RPLANET,Redplanet Berhad,Technology,Digital Services,S,Other service activities,MALAYSIA,,0.3,0.0,51100000.0
Malaysia,BURSA,UCHITEC,Uchi Technologies Berhad,Industrial Products & Services,"Industrial Materials, Components & Equipment",C,Manufacturing,MALAYSIA,,2.82,1689.0,1311790000.0
Malaysia,BURSA,JASKITA,Jasa Kita Berhad,Industrial Products & Services,"Industrial Materials, Components & Equipment",C,Manufacturing,MALAYSIA,,0.2,0.0,89910000.0
Malaysia,BURSA,UNIWALL,Uni Wall APS Holdings Berhad,Construction,,F,Construction,MALAYSIA,,0.49,0.0,358390000.0
Malaysia,BURSA,MFGROUP,Manforce Group Berhad,Consumer Products & Services,Consumer Services,S,Other service activities,MALAYSIA,,0.24,0.0,76800000.0
Malaysia,BURSA,BAT,British American Tobacco (Malaysia) Berhad,Consumer Products & Services,Personal Goods,C,Manufacturing,MALAYSIA,,6.03,5132.0,1721750000.0
Malaysia,BURSA,MPSOL,Matrix Parking Solution Holdings Berhad,Consumer Products & Services,Consumer Services,S,Other service activities,MALAYSIA,,0.13,0.0,37660000.0
Malaysia,BURSA,BNASTRA,Binastra Corporation Berhad,Construction,,F,Construction,MALAYSIA,,2.04,9442.0,2226710000.0
Malaysia,BURSA,DYNAMIC,Total Dynamic Holdings Berhad,Technology,Software,J,Information and communication,MALAYSIA,,0.275,0.0,68750000.0
Malaysia,BURSA,TPTEC,TP TEC Holding Berhad,Industrial Products & Services,Industrial Services,C,Manufacturing,MALAYSIA,,0.32,0.0,80000000.0
Malaysia,BURSA,99SMART,99 Speed Mart Retail Holdings Berhad,Consumer Products & Services,Retailers,G,Wholesale and retail trade,MALAYSIA,,3.52,111845.0,29568000000.0
Malaysia,BURSA,SUNCON,Sunway Construction Group Berhad,Construction,,F,Construction,MALAYSIA,,6.75,14741.0,8961120000.0
Malaysia,BURSA,CHB,Critical Holdings Berhad,Industrial Products & Services,Industrial Services,C,Manufacturing,MALAYSIA,,0.635,5756.0,236050000.0
Malaysia,BURSA,ENEST,Enest Group Berhad,Consumer Products & Services,Consumer Services,S,Other service activities,MALAYSIA,,0.14,0.0,65099999.99999999
Malaysia,BURSA,MRDIY,MR D.I.Y. Group (M) Berhad,Consumer Products & Services,Retailers,G,Wholesale and retail trade,MALAYSIA,,1.64,53627.0,15543060000.0
Malaysia,BURSA,BURSA,Bursa Malaysia Berhad,Financial Services,Other Financials,K,Financial and insurance activities,MALAYSIA,,8.86,12565.0,7170390000.0
Malaysia,BURSA,HUPSENG,Hup Seng Industries Bhd,Consumer Products & Services,Food & Beverages,C,Manufacturing,MALAYSIA,,1.01,1323.0,808000000.0
Malaysia,BURSA,MUIPROP,MUI Properties Bhd,Property,,L,Real estate activities,MALAYSIA,,0.2,370.0,152810000.0
Malaysia,BURSA,ALPHA,Alpha IVF Group Berhad,Healthcare,Providers,Q,Human health and social work activities,MALAYSIA,,0.285,18405.0,1385100000.0
Malaysia,BURSA,UTDPLT,United Plantations Berhad,Plantation,,A,"Agriculture, forestry and fishing",MALAYSIA,,33.98,5113.0,21215580000.0
Malaysia,BURSA,AUTORIS,Autoris Group Holdings Berhad,Financial Services,Other Financials,K,Financial and insurance activities,MALAYSIA,,0.495,0.0,184190000.0
Malaysia,BURSA,SENDAI,Eversendai Corporation Berhad,Construction,,F,Construction,MALAYSIA,,0.375,35135.0,293080000.0
Malaysia,BURSA,WELLCAL,Wellcall Holdings Bhd,Industrial Products & Services,"Industrial Materials, Components & Equipment",C,Manufacturing,MALAYSIA,,1.25,1586.0,622430000.0
Malaysia,BURSA,HUMEIND,Hume Cement Industries Berhad,Industrial Products & Services,Building Materials,F,Construction,MALAYSIA,,3.43,949.0,2488410000.0
Malaysia,BURSA,SBS,SBS Nexus Berhad,Telecommunications & Media,Media,J,Information and communication,MALAYSIA,,0.135,25945.0,66150000.00000001
Malaysia,BURSA,CEPCO,Concrete Engineering Products Berhad,Industrial Products & Services,Building Materials,F,Construction,MALAYSIA,,1.67,519.0,124620000.0
Malaysia,BURSA,PESTEC,Pestec International Berhad,Industrial Products & Services,Industrial Engineering,F,Construction,MALAYSIA,,0.075,34738.0,191800000.0
Malaysia,BURSA,M&G,Marine & General Berhad,Transportation & Logistics,Transportation & Logistics Services,H,Transportation and storage,MALAYSIA,,0.18,36579.0,144160000.0
Malaysia,BURSA,PECCA,Pecca Group Berhad,Industrial Products & Services,Auto Parts,C,Manufacturing,MALAYSIA,,1.55,11718.0,1165600000.0
Malaysia,BURSA,MAXIS,Maxis Berhad,Telecommunications & Media,Telecommunications Service Providers,J,Information and communication,MALAYSIA,,3.7,51872.0,28989810000.0
Malaysia,BURSA,SCICOM,Scicom (MSC) Bhd,Industrial Products & Services,Industrial Services,C,Manufacturing,MALAYSIA,,1.47,5466.0,522520000.0
Malaysia,BURSA,SANCY,Sancy Berhad,Technology,Software,J,Information and communication,MALAYSIA,,0.36,0.0,244500000.0
Malaysia,BURSA,MCLEAN,Mclean Technologies Berhad,Industrial Products & Services,Industrial Services,C,Manufacturing,MALAYSIA,,0.535,9320.0,131720000.0
Malaysia,BURSA,GASMSIA,Gas Malaysia Berhad,Utilities,"Gas, Water & Multi-Utilities",D,"Electricity, gas, steam and air conditioning supply",MALAYSIA,,5.44,10570.0,6984960000.0
Malaysia,BURSA,MMIS,MMIS Berhad,Industrial Products & Services,"Industrial Materials, Components & Equipment",C,Manufacturing,MALAYSIA,,0.2,0.0,120000000.0
Malaysia,BURSA,KGB,Kelington Group Berhad,Industrial Products & Services,Industrial Engineering,F,Construction,MALAYSIA,,5.13,21854.0,4047220000.0
Malaysia,BURSA,WPRTS,Westports Holdings Berhad,Transportation & Logistics,Transportation & Logistics Services,H,Transportation and storage,MALAYSIA,,6.0,63960.0,20534150000.0
Malaysia,BURSA,CLOUDPT,Cloudpoint Technology Berhad,Technology,Digital Services,S,Other service activities,MALAYSIA,,0.5,37895.0,265800000.0
Malaysia,BURSA,ASTRA,Astramina Group Berhad,Consumer Products & Services,Food & Beverages,C,Manufacturing,MALAYSIA,,0.5,0.0,136080000.0
Malaysia,BURSA,SUNMOW,Sunmow Holding Berhad,Construction,,F,Construction,MALAYSIA,,1.01,0.0,236280000.0
Malaysia,BURSA,SSB8,Southern Score Builders Berhad,Construction,,F,Construction,MALAYSIA,,0.58,19486.0,1318100000.0
Malaysia,BURSA,FOCUSP,Focus Point Holdings Berhad,Consumer Products & Services,Personal Goods,C,Manufacturing,MALAYSIA,,0.485,1353.0,298760000.0
Malaysia,BURSA,VANZO,Vanzo Holdings Berhad,Consumer Products & Services,Personal Goods,C,Manufacturing,MALAYSIA,,0.14,0.0,65349999.99999999
Malaysia,BURSA,HAWK,Steel Hawk Berhad,Energy,"Energy, Infrastructure, Equipment & Services",F,Construction,MALAYSIA,,0.29,5329.0,142260000.0
Malaysia,BURSA,SEB,Seremban Engineering Berhad,Industrial Products & Services,Industrial Engineering,F,Construction,MALAYSIA,,0.64,0.0,51200000.0
Malaysia,BURSA,INNO,Innoprise Plantations Berhad,Plantation,,A,"Agriculture, forestry and fishing",MALAYSIA,,1.91,2468.0,914620000.0
Malaysia,BURSA,MNHLDG,MN Holdings Berhad,Construction,,F,Construction,MALAYSIA,,1.8,108195.0,1186600000.0
Malaysia,BURSA,ECOSHOP,Eco-Shop Marketing Berhad,Consumer Products & Services,Retailers,G,Wholesale and retail trade,MALAYSIA,,1.42,41719.0,8172650000.0
Malaysia,BURSA,PMETAL,Press Metal Aluminium Holdings Berhad,Industrial Products & Services,Metals,C,Manufacturing,MALAYSIA,,7.66,233674.0,63115470000.0
Malaysia,BURSA,SMRT,SMRT Holdings Berhad,Technology,Digital Services,S,Other service activities,MALAYSIA,,0.145,65073.0,66360000.0
